date,portfolio_return,cum_return,turnover
2015-09-04,-0.025358383052075342,2.2895950765371222,0.0
2015-09-07,0.000873319356577923,2.2915946242361875,0.0
2015-09-08,-0.01364736193712417,2.260320402986068,0.0
2015-09-09,0.03109496195552675,2.330604979924221,0.0
2015-09-10,0.01676773436830561,2.3696839451450407,0.0
2015-09-11,0.0011843373488740455,2.372490450346303,0.0
2015-09-14,-0.00914551758185973,2.3507927972198663,0.0
2015-09-15,0.015465127947557474,2.387148108607068,0.0
2015-09-16,0.030017298778558178,2.4588038466117963,0.0
2015-09-17,0.002015281876070397,2.463759029440685,0.0
2015-09-18,0.01101257256336539,2.490891354531047,0.0
2015-09-21,-0.0034425974604759724,2.482316218279617,0.0
2015-09-22,0.003150187850929821,2.4901359806726076,0.0
2015-09-23,-0.02016111330350493,2.4399320670251328,0.0
2015-09-24,0.010360026433596963,2.465209827735694,0.0
2015-09-25,0.01601093538751165,2.504680143004229,0.0
2015-09-30,-0.003025468754844136,2.497102311490691,0.0
2015-10-01,0.0045311326941177175,2.5084170134148436,0.6389288894400785
2015-10-02,-0.005562696940254146,2.4944634497694396,0.0
2015-10-05,0.0028802295947097413,2.5016480772203873,0.0
2015-10-06,0.007482809075973707,2.5203674321575043,0.0
2015-10-07,0.0003913690624103251,2.521353825996357,0.0
2015-10-08,0.0009274920947956412,2.5236923617381515,0.0
2015-10-12,0.027822831556195186,2.593908629218449,0.0
2015-10-13,0.000953914138193171,2.5963829953330415,0.0
2015-10-14,-0.004050519877133905,2.5858662944017925,0.0
2015-10-15,0.004310260411496289,2.597012051519975,0.0
2015-10-16,0.001399591116807456,2.600646806517524,0.0
2015-10-19,0.0025177715668540197,2.607194641102404,0.0
2015-10-20,0.005549585663744484,2.621663491105257,0.0
2015-10-21,-0.003680239525862601,2.6120151415017805,0.0
2015-10-22,-0.028815442343161947,2.53674876979237,0.0
2015-10-23,0.001033650016778835,2.53937088020083,0.0
2015-10-26,0.0037773745943514383,2.5489630352493364,0.0
2015-10-27,-0.004824537841765206,2.5366654666285156,0.0
2015-10-28,-0.0018332778749013158,2.5320150539525192,0.0
2015-10-29,-0.014148406998840794,2.4961910744420073,0.0
2015-10-30,-0.00875885650500336,2.4743272950118995,0.0
2015-11-02,-0.006757843891290175,2.4576061774162508,0.6618662044131638
2015-11-03,0.014302403014880616,2.492755851417518,0.0
2015-11-04,-0.002020722720432461,2.487718683032068,0.0
2015-11-05,0.012230953123057544,2.518145853627588,0.0
2015-11-06,-0.009643491871379313,2.4938621345571823,0.0
2015-11-09,-0.023812308951193253,2.4344775189274244,0.0
2015-11-10,-0.015137983625364716,2.397624438109583,0.0
2015-11-11,0.002515932330507887,2.4036566989498387,0.0
2015-11-12,-0.0006998672847989777,2.4019744582623557,0.0
2015-11-13,-0.008346723151245804,2.381925842442876,0.0
2015-11-16,-0.02687248015332118,2.317917587515147,0.0
2015-11-17,0.017098589113787574,2.3575507079436906,0.0
2015-11-18,-0.011692811423118149,2.329984312095266,0.0
2015-11-19,0.018160189153406617,2.372297267927386,0.0
2015-11-20,0.006614454473688856,2.3879887202041483,0.0
2015-11-23,0.0029687722840239204,2.3950781149312523,0.0
2015-11-24,-7.853583407623128e-05,2.3948900154738184,0.0
2015-11-25,0.001091453554798492,2.397503926694559,0.0
2015-11-26,0.01854428768026769,2.441963929225754,0.0
2015-11-27,-0.0034852910573106234,2.4334529741809483,0.0
2015-11-30,-0.018417612861577393,2.3886345793856294,0.0
2015-12-01,0.00908261159539438,2.4103296195135173,0.5189969531880363
2015-12-02,0.0007005609641998231,2.4120182023558034,0.0
2015-12-03,-0.005337448437608654,2.399144179570156,0.0
2015-12-04,-0.0031389472330194644,2.391613392586079,0.0
2015-12-07,-0.005122106638071307,2.379363293752214,0.0
2015-12-08,-0.013742028570580008,2.3466660153896814,0.0
2015-12-09,-0.006545068135798958,2.331306926426992,0.0
2015-12-10,0.0026270612661446723,2.3374314125529034,0.0
2015-12-11,-0.0030360733389048146,2.330334799359733,0.0
2015-12-14,-0.027277645699268858,2.266768752342122,0.0
2015-12-15,0.0041364021787062815,2.276145019547933,0.0
2015-12-16,0.019371316518626162,2.3202369451638907,0.0
2015-12-17,0.0045690035594324685,2.3308381160250713,0.0
2015-12-18,0.009633577733166988,2.3532924261992276,0.0
2015-12-21,0.00439277141876287,2.3636299019090266,0.0
2015-12-22,-0.00768358984677041,2.3454687391931954,0.0
2015-12-23,-0.0012223045031590257,2.3426018621912608,0.0
2015-12-24,-0.0013872742711727695,2.3393520309002414,0.0
2015-12-28,-0.009934636812312995,2.3161114180971007,0.0
2015-12-29,0.006775734332804841,2.3318047737513026,0.0
2015-12-30,-0.004174695992268872,2.3220701977075695,0.0
2016-01-04,-0.018791721729651337,2.2784345007155324,0.44854834146171796
2016-01-05,-0.0012415770045620953,2.2756056488330434,0.0
2016-01-06,-0.002058080030690952,2.2709222702894527,0.0
2016-01-07,-0.017825515605402308,2.2304419099217525,0.0
2016-01-08,-0.0021514381904259297,2.22564325201522,0.0
2016-01-11,-0.006811974602601108,2.210482226708042,0.0
2016-01-12,-0.010076861382461277,2.1882075037211104,0.0
2016-01-13,0.013533086877896576,2.2178207059758335,0.0
2016-01-14,-0.02088738831663204,2.171496223673449,0.0
2016-01-15,-0.015560140349274089,2.1377074376651715,0.0
2016-01-18,0.014261240133067963,2.1681937967679596,0.0
2016-01-19,-0.0008625280488964021,2.166323668802804,0.0
2016-01-20,-0.031235519960262723,2.0986574226055246,0.0
2016-01-21,0.004122999126602318,2.1073101853259644,0.0
2016-01-22,0.019817616262310395,2.149072049924413,0.0
2016-01-25,0.02195141266496483,2.196247217339046,0.0
2016-01-26,-0.011745875504078877,2.170450370948002,0.0
2016-01-27,0.013073510292706494,2.198825776212399,0.0
2016-01-28,0.015553186720172177,2.233024524074958,0.0
2016-01-29,0.006554685327632761,2.2476612971591563,0.0
2016-02-01,0.0068084478850606225,2.262964381964132,1.092834820908463
2016-02-02,-0.009789213541351201,2.2408117403926133,0.0
2016-02-03,-0.014365438353600605,2.208621497473979,0.0
2016-02-04,0.01907206705346226,2.250744474769521,0.0
2016-02-05,0.004190397409992092,2.2601759885871493,0.0
2016-02-11,-0.03469501357492279,2.1817591519814035,0.0
2016-02-12,-0.028900034864369255,2.1187062364234843,0.0
2016-02-15,0.02835428819855233,2.178780643659106,0.0
2016-02-16,0.01378940468663612,2.208824731677931,0.0
2016-02-17,0.0004735203911914621,2.2098706552289484,0.0
2016-02-18,0.019696357147483422,2.253397056904081,0.0
2016-02-19,0.0014425310637781654,2.2566476521576915,0.0
2016-02-22,0.002311125090440046,2.2618630471668757,0.0
2016-02-23,0.008978912451560283,2.2821721174448064,0.0
2016-02-24,0.0014478128551854226,2.2854762755741884,0.0
2016-02-25,-0.0024368257767823417,2.279906968073645,0.0
2016-02-26,0.0037276095291874506,2.288405571013497,0.0
2016-02-29,-0.002121496439312175,2.28355072674289,0.0
2016-03-02,0.02455144961625602,2.3396152073566827,0.7033991290006456
2016-03-03,0.01122191075640147,2.3658701604179595,0.0
2016-03-04,0.006529318091418554,2.381317679258324,0.0
2016-03-07,0.010574426515120975,2.4064987480667996,0.0
2016-03-08,-0.001137590234288455,2.4037611385921713,0.0
2016-03-09,0.0015237889473266575,2.4074239632471715,0.0
2016-03-10,0.005058759719630882,2.4196025426205208,0.0
2016-03-11,0.0010652406047564015,2.422180001496292,0.0
2016-03-14,-0.005261499047611421,2.4094357037252756,0.0
2016-03-15,-0.003670788452640677,2.4005911749666606,0.0
2016-03-16,-0.00041152114664501317,2.3996032809337127,0.0
2016-03-17,0.011529876849856222,2.4272704112513894,0.0
2016-03-18,0.0024562085973306126,2.433232293703551,0.0
2016-03-21,-0.005887509232405651,2.418906616109784,0.0
2016-03-22,0.0024640774113779355,2.4248669892627728,0.0
2016-03-23,0.00022180540441874594,2.425404837865988,0.0
2016-03-24,0.0007269045039154124,2.4271678755664507,0.0
2016-03-25,-0.0032055604568057283,2.4193874422025057,0.0
2016-03-28,0.002269053969653518,2.424877162882365,0.0
2016-03-29,0.007358604429323905,2.4427208747137175,0.0
2016-03-30,0.0031699065401614096,2.450464071590261,0.0
2016-03-31,-0.005136815894119387,2.437876488799348,0.0
2016-04-01,-0.012207126389899903,2.4081170223776085,0.9078371616352875
2016-04-04,-0.0006344334346471878,2.406589232424069,0.0
2016-04-05,-0.004118222072168366,2.3966783635284576,0.0
2016-04-06,0.0016842213395922203,2.400714900372451,0.0
2016-04-07,0.00799488356242045,2.4199083364674965,0.0
2016-04-08,0.0023242815673696227,2.425532884808672,0.0
2016-04-11,0.006747434526951448,2.441899009141886,0.0
2016-04-12,0.009562068353067615,2.465248614378589,0.0
2016-04-14,0.026067529383580937,2.5295115550717355,0.0
2016-04-15,0.0007910329806570487,2.5315124821367503,0.0
2016-04-18,-0.00555436399947376,2.5174515403417517,0.0
2016-04-19,0.010245988515343151,2.5432453199120264,0.0
2016-04-20,0.00037250800567931023,2.5441926991541,0.0
2016-04-21,0.009879595483779893,2.5693282938545288,0.0
2016-04-22,0.003606674343192111,2.5785950242912117,0.0
2016-04-25,-0.0037389412114899405,2.568953809087146,0.0
2016-04-26,-0.008238056076678608,2.5477906235494894,0.0
2016-04-27,0.0014947639042202842,2.5515989690090817,0.0
2016-04-28,0.00011356885990827727,2.551888751194935,0.0
2016-04-29,-0.0005292238011868714,2.5505382309298215,0.0
2016-05-02,-0.01933423534140651,2.5012255245257697,0.5898527664743349
2016-05-03,0.0038014777012334447,2.5107338775830104,0.0
2016-05-04,-0.01865526681624042,2.4638954671921254,0.0
2016-05-09,-0.015266405204622732,2.426280640608137,0.0
2016-05-10,0.014381177084458041,2.4611734121573146,0.0
2016-05-11,0.002732399613667517,2.4678983214378616,0.0
2016-05-12,0.004295794654934943,2.478499905856017,0.0
2016-05-13,-0.0034765497256129276,2.4698832776883815,0.0
2016-05-16,-0.002383318131270935,2.463996760090544,0.0
2016-05-17,-0.006798761171974123,2.4472446345901706,0.0
2016-05-18,-0.00712410465900077,2.429810207687172,0.0
2016-05-19,-0.007926941856586846,2.410549243448295,0.0
2016-05-20,0.0011128999822549628,2.413231943658553,0.0
2016-05-23,0.001565325563833358,2.417009437311421,0.0
2016-05-24,-0.012435236276607031,2.3869533538756644,0.0
2016-05-25,0.01063208324221174,2.412331640629347,0.0
2016-05-26,-0.0017755481864771766,2.408048429559646,0.0
2016-05-27,0.014015490230033236,2.4417984087975864,0.0
2016-05-30,-0.0011463715227888727,2.4389992006373498,0.0
2016-05-31,0.018206063234083893,2.4834037743120336,0.0
2016-06-01,-0.008202121375079557,2.463034595131796,0.74993835969837
2016-06-02,-0.002259207439689585,2.457470089050261,0.0
2016-06-03,0.004766893261822775,2.4691845866588857,0.0
2016-06-07,0.013113798297138008,2.501564975286733,0.0
2016-06-08,0.00800157646651967,2.5215814387224573,0.0
2016-06-09,-0.004694631903629941,2.5097435420526297,0.0
2016-06-10,-0.0013784643541248733,2.506283950041915,0.0
2016-06-13,-0.017143265873160264,2.463318057932712,0.0
2016-06-14,-0.005438726793691111,2.4499207440096504,0.0
2016-06-15,-0.007547717326346012,2.4314294347619145,0.0
2016-06-16,-0.012922457275914439,2.400009391771803,0.0
2016-06-17,-0.0013225357921276006,2.396835293449742,0.0
2016-06-20,0.01865729316749087,2.441553752193823,0.0
